>>> Training starts at  2024-11-24 02:52:54.050172
Filling replay buffer...
Training...
tensor(7.1847, grad_fn=<MseLossBackward0>)
tensor(8.0376, grad_fn=<MseLossBackward0>)
tensor(127.7834, grad_fn=<MseLossBackward0>)
tensor(12.5958, grad_fn=<MseLossBackward0>)
tensor(11.5539, grad_fn=<MseLossBackward0>)
tensor(57.2641, grad_fn=<MseLossBackward0>)
tensor(40.1214, grad_fn=<MseLossBackward0>)
tensor(25.8327, grad_fn=<MseLossBackward0>)
tensor(8.4308, grad_fn=<MseLossBackward0>)
tensor(61.1279, grad_fn=<MseLossBackward0>)
tensor(16.5213, grad_fn=<MseLossBackward0>)
tensor(9.5675, grad_fn=<MseLossBackward0>)
tensor(64.5320, grad_fn=<MseLossBackward0>)
tensor(1.7161, grad_fn=<MseLossBackward0>)
tensor(29.8980, grad_fn=<MseLossBackward0>)
tensor(6.9303, grad_fn=<MseLossBackward0>)
tensor(168.3060, grad_fn=<MseLossBackward0>)
tensor(128.2488, grad_fn=<MseLossBackward0>)
tensor(41.8578, grad_fn=<MseLossBackward0>)
tensor(91.7565, grad_fn=<MseLossBackward0>)
tensor(4.0300, grad_fn=<MseLossBackward0>)
tensor(7.7696, grad_fn=<MseLossBackward0>)
tensor(46.5037, grad_fn=<MseLossBackward0>)
tensor(14.7359, grad_fn=<MseLossBackward0>)
tensor(51.5757, grad_fn=<MseLossBackward0>)
tensor(8.4778, grad_fn=<MseLossBackward0>)
tensor(35.7800, grad_fn=<MseLossBackward0>)
tensor(1.1932, grad_fn=<MseLossBackward0>)
tensor(17.7255, grad_fn=<MseLossBackward0>)
tensor(5.7391, grad_fn=<MseLossBackward0>)
tensor(112.9549, grad_fn=<MseLossBackward0>)
tensor(56.1320, grad_fn=<MseLossBackward0>)
tensor(52.1284, grad_fn=<MseLossBackward0>)
tensor(5.0903, grad_fn=<MseLossBackward0>)
tensor(2.4813, grad_fn=<MseLossBackward0>)
tensor(15.9047, grad_fn=<MseLossBackward0>)
tensor(104.5392, grad_fn=<MseLossBackward0>)
tensor(9.7340, grad_fn=<MseLossBackward0>)
tensor(10.6056, grad_fn=<MseLossBackward0>)
tensor(24.1128, grad_fn=<MseLossBackward0>)
tensor(243.6092, grad_fn=<MseLossBackward0>)
tensor(199.5730, grad_fn=<MseLossBackward0>)
tensor(112.8548, grad_fn=<MseLossBackward0>)
tensor(317.1463, grad_fn=<MseLossBackward0>)
tensor(60.4426, grad_fn=<MseLossBackward0>)
tensor(6.9884, grad_fn=<MseLossBackward0>)
tensor(30.1416, grad_fn=<MseLossBackward0>)
tensor(2.5993, grad_fn=<MseLossBackward0>)
tensor(6.8532, grad_fn=<MseLossBackward0>)
tensor(7.1186, grad_fn=<MseLossBackward0>)
tensor(4.9455, grad_fn=<MseLossBackward0>)
tensor(34.3668, grad_fn=<MseLossBackward0>)
tensor(13.3541, grad_fn=<MseLossBackward0>)
tensor(1.5019, grad_fn=<MseLossBackward0>)
tensor(73.0075, grad_fn=<MseLossBackward0>)
tensor(288.0847, grad_fn=<MseLossBackward0>)
tensor(66.5103, grad_fn=<MseLossBackward0>)
tensor(47.5044, grad_fn=<MseLossBackward0>)
tensor(117.4490, grad_fn=<MseLossBackward0>)
tensor(18.1048, grad_fn=<MseLossBackward0>)
tensor(84.3806, grad_fn=<MseLossBackward0>)
tensor(16.5378, grad_fn=<MseLossBackward0>)
tensor(201.0448, grad_fn=<MseLossBackward0>)
tensor(31.2972, grad_fn=<MseLossBackward0>)
tensor(76.1881, grad_fn=<MseLossBackward0>)
tensor(7.6333, grad_fn=<MseLossBackward0>)
tensor(151.8093, grad_fn=<MseLossBackward0>)
tensor(3.5223, grad_fn=<MseLossBackward0>)
tensor(100.7673, grad_fn=<MseLossBackward0>)
tensor(10.2318, grad_fn=<MseLossBackward0>)
tensor(98.9642, grad_fn=<MseLossBackward0>)
tensor(209.9939, grad_fn=<MseLossBackward0>)
tensor(28.3135, grad_fn=<MseLossBackward0>)
tensor(56.0014, grad_fn=<MseLossBackward0>)
tensor(59.3488, grad_fn=<MseLossBackward0>)
tensor(6.7739, grad_fn=<MseLossBackward0>)
tensor(17.0300, grad_fn=<MseLossBackward0>)
tensor(8.9236, grad_fn=<MseLossBackward0>)
tensor(39.7508, grad_fn=<MseLossBackward0>)
tensor(226.2662, grad_fn=<MseLossBackward0>)
tensor(149.0124, grad_fn=<MseLossBackward0>)
tensor(71.7537, grad_fn=<MseLossBackward0>)
tensor(6.9855, grad_fn=<MseLossBackward0>)
tensor(28.6852, grad_fn=<MseLossBackward0>)
tensor(139.7294, grad_fn=<MseLossBackward0>)
tensor(31.0105, grad_fn=<MseLossBackward0>)
tensor(60.7643, grad_fn=<MseLossBackward0>)
tensor(7.4205, grad_fn=<MseLossBackward0>)
tensor(12.0566, grad_fn=<MseLossBackward0>)
tensor(68.4184, grad_fn=<MseLossBackward0>)
tensor(70.7083, grad_fn=<MseLossBackward0>)
tensor(19.8021, grad_fn=<MseLossBackward0>)
tensor(6.8931, grad_fn=<MseLossBackward0>)
tensor(3.2812, grad_fn=<MseLossBackward0>)
tensor(72.6484, grad_fn=<MseLossBackward0>)
tensor(125.1977, grad_fn=<MseLossBackward0>)
tensor(147.1731, grad_fn=<MseLossBackward0>)
tensor(53.8560, grad_fn=<MseLossBackward0>)
tensor(3.0191, grad_fn=<MseLossBackward0>)
tensor(10.2098, grad_fn=<MseLossBackward0>)
tensor(63.2280, grad_fn=<MseLossBackward0>)
tensor(87.0203, grad_fn=<MseLossBackward0>)
tensor(2.3092, grad_fn=<MseLossBackward0>)
tensor(19.6789, grad_fn=<MseLossBackward0>)
tensor(6.6698, grad_fn=<MseLossBackward0>)
tensor(10.4696, grad_fn=<MseLossBackward0>)
tensor(8.0276, grad_fn=<MseLossBackward0>)
tensor(62.2956, grad_fn=<MseLossBackward0>)
tensor(160.2707, grad_fn=<MseLossBackward0>)
tensor(102.9769, grad_fn=<MseLossBackward0>)
tensor(190.3800, grad_fn=<MseLossBackward0>)
tensor(251.5969, grad_fn=<MseLossBackward0>)
tensor(5.6860, grad_fn=<MseLossBackward0>)
tensor(14.9666, grad_fn=<MseLossBackward0>)
tensor(18.5310, grad_fn=<MseLossBackward0>)
tensor(3.0656, grad_fn=<MseLossBackward0>)
tensor(21.3714, grad_fn=<MseLossBackward0>)
tensor(1.6539, grad_fn=<MseLossBackward0>)
tensor(4.3853, grad_fn=<MseLossBackward0>)
tensor(6.0838, grad_fn=<MseLossBackward0>)
tensor(48.5467, grad_fn=<MseLossBackward0>)
tensor(331.7286, grad_fn=<MseLossBackward0>)
tensor(44.7247, grad_fn=<MseLossBackward0>)
tensor(2.6371, grad_fn=<MseLossBackward0>)
tensor(5.1548, grad_fn=<MseLossBackward0>)
tensor(31.8681, grad_fn=<MseLossBackward0>)
tensor(34.6031, grad_fn=<MseLossBackward0>)
tensor(43.8783, grad_fn=<MseLossBackward0>)
tensor(5.9641, grad_fn=<MseLossBackward0>)
tensor(50.7722, grad_fn=<MseLossBackward0>)
tensor(88.7321, grad_fn=<MseLossBackward0>)
tensor(4.8137, grad_fn=<MseLossBackward0>)
tensor(24.4927, grad_fn=<MseLossBackward0>)
tensor(14.8453, grad_fn=<MseLossBackward0>)
tensor(22.5862, grad_fn=<MseLossBackward0>)
tensor(17.5733, grad_fn=<MseLossBackward0>)
tensor(66.9947, grad_fn=<MseLossBackward0>)
tensor(41.5432, grad_fn=<MseLossBackward0>)
tensor(96.9104, grad_fn=<MseLossBackward0>)
tensor(4.2917, grad_fn=<MseLossBackward0>)
tensor(16.2090, grad_fn=<MseLossBackward0>)
tensor(3.5922, grad_fn=<MseLossBackward0>)
tensor(15.1466, grad_fn=<MseLossBackward0>)
tensor(11.7381, grad_fn=<MseLossBackward0>)
tensor(2.1631, grad_fn=<MseLossBackward0>)
tensor(15.9708, grad_fn=<MseLossBackward0>)
tensor(10.6918, grad_fn=<MseLossBackward0>)
tensor(67.2257, grad_fn=<MseLossBackward0>)
tensor(5.3019, grad_fn=<MseLossBackward0>)
tensor(2.7696, grad_fn=<MseLossBackward0>)
tensor(7.0119, grad_fn=<MseLossBackward0>)
tensor(46.8340, grad_fn=<MseLossBackward0>)
tensor(5.8605, grad_fn=<MseLossBackward0>)
tensor(9.9261, grad_fn=<MseLossBackward0>)
tensor(22.9195, grad_fn=<MseLossBackward0>)
tensor(28.3985, grad_fn=<MseLossBackward0>)
tensor(27.4500, grad_fn=<MseLossBackward0>)
tensor(29.2444, grad_fn=<MseLossBackward0>)
tensor(29.1564, grad_fn=<MseLossBackward0>)
tensor(47.8108, grad_fn=<MseLossBackward0>)
tensor(13.0264, grad_fn=<MseLossBackward0>)
tensor(210.6397, grad_fn=<MseLossBackward0>)
tensor(167.2150, grad_fn=<MseLossBackward0>)
tensor(14.5816, grad_fn=<MseLossBackward0>)
tensor(140.7489, grad_fn=<MseLossBackward0>)
tensor(7.1100, grad_fn=<MseLossBackward0>)
tensor(12.7590, grad_fn=<MseLossBackward0>)
tensor(5.5907, grad_fn=<MseLossBackward0>)
tensor(14.3397, grad_fn=<MseLossBackward0>)
tensor(48.5711, grad_fn=<MseLossBackward0>)
tensor(50.7633, grad_fn=<MseLossBackward0>)
tensor(120.4716, grad_fn=<MseLossBackward0>)
tensor(179.5746, grad_fn=<MseLossBackward0>)
tensor(30.4985, grad_fn=<MseLossBackward0>)
tensor(60.6953, grad_fn=<MseLossBackward0>)
tensor(1.3969, grad_fn=<MseLossBackward0>)
tensor(18.3013, grad_fn=<MseLossBackward0>)
tensor(156.6404, grad_fn=<MseLossBackward0>)
tensor(1.0059, grad_fn=<MseLossBackward0>)
tensor(14.8088, grad_fn=<MseLossBackward0>)
tensor(13.0700, grad_fn=<MseLossBackward0>)
tensor(31.1189, grad_fn=<MseLossBackward0>)
tensor(5.7647, grad_fn=<MseLossBackward0>)
tensor(58.0759, grad_fn=<MseLossBackward0>)
tensor(51.5638, grad_fn=<MseLossBackward0>)
tensor(13.4828, grad_fn=<MseLossBackward0>)
tensor(47.7229, grad_fn=<MseLossBackward0>)
tensor(3.0394, grad_fn=<MseLossBackward0>)
tensor(15.2185, grad_fn=<MseLossBackward0>)
tensor(226.7559, grad_fn=<MseLossBackward0>)
tensor(128.7189, grad_fn=<MseLossBackward0>)
tensor(75.5828, grad_fn=<MseLossBackward0>)
tensor(372.3142, grad_fn=<MseLossBackward0>)
tensor(4.5785, grad_fn=<MseLossBackward0>)
tensor(98.5363, grad_fn=<MseLossBackward0>)
tensor(4.2573, grad_fn=<MseLossBackward0>)
tensor(63.4625, grad_fn=<MseLossBackward0>)
tensor(14.2998, grad_fn=<MseLossBackward0>)
tensor(9.1338, grad_fn=<MseLossBackward0>)
tensor(3.2638, grad_fn=<MseLossBackward0>)
tensor(6.1885, grad_fn=<MseLossBackward0>)
tensor(1.0528, grad_fn=<MseLossBackward0>)
tensor(4.1427, grad_fn=<MseLossBackward0>)
tensor(2.9267, grad_fn=<MseLossBackward0>)
tensor(8.8044, grad_fn=<MseLossBackward0>)
tensor(17.0516, grad_fn=<MseLossBackward0>)
tensor(6.5936, grad_fn=<MseLossBackward0>)
tensor(5.2281, grad_fn=<MseLossBackward0>)
tensor(50.5720, grad_fn=<MseLossBackward0>)
tensor(2.6390, grad_fn=<MseLossBackward0>)
tensor(1.7027, grad_fn=<MseLossBackward0>)
tensor(6.6533, grad_fn=<MseLossBackward0>)
tensor(31.0112, grad_fn=<MseLossBackward0>)
tensor(30.9698, grad_fn=<MseLossBackward0>)
tensor(85.3405, grad_fn=<MseLossBackward0>)
tensor(74.0874, grad_fn=<MseLossBackward0>)
tensor(14.7967, grad_fn=<MseLossBackward0>)
tensor(123.5728, grad_fn=<MseLossBackward0>)
tensor(6.9113, grad_fn=<MseLossBackward0>)
tensor(7.6714, grad_fn=<MseLossBackward0>)
tensor(101.7072, grad_fn=<MseLossBackward0>)
tensor(1.5504, grad_fn=<MseLossBackward0>)
tensor(29.4049, grad_fn=<MseLossBackward0>)
tensor(82.0530, grad_fn=<MseLossBackward0>)
tensor(12.1498, grad_fn=<MseLossBackward0>)
tensor(92.6305, grad_fn=<MseLossBackward0>)
tensor(29.4981, grad_fn=<MseLossBackward0>)
tensor(181.4024, grad_fn=<MseLossBackward0>)
tensor(111.0861, grad_fn=<MseLossBackward0>)
tensor(4.2628, grad_fn=<MseLossBackward0>)
tensor(6.9529, grad_fn=<MseLossBackward0>)
tensor(6.1740, grad_fn=<MseLossBackward0>)
tensor(26.0118, grad_fn=<MseLossBackward0>)
tensor(76.3634, grad_fn=<MseLossBackward0>)
tensor(26.0912, grad_fn=<MseLossBackward0>)
tensor(2.6948, grad_fn=<MseLossBackward0>)
tensor(92.1653, grad_fn=<MseLossBackward0>)
tensor(110.9752, grad_fn=<MseLossBackward0>)
tensor(4.3039, grad_fn=<MseLossBackward0>)
tensor(3.0027, grad_fn=<MseLossBackward0>)
tensor(25.8240, grad_fn=<MseLossBackward0>)
tensor(95.7998, grad_fn=<MseLossBackward0>)
tensor(32.2999, grad_fn=<MseLossBackward0>)
tensor(7.6297, grad_fn=<MseLossBackward0>)
tensor(12.5561, grad_fn=<MseLossBackward0>)
tensor(4.4784, grad_fn=<MseLossBackward0>)
tensor(33.8643, grad_fn=<MseLossBackward0>)
tensor(15.7549, grad_fn=<MseLossBackward0>)
tensor(1.4529, grad_fn=<MseLossBackward0>)
tensor(8.4575, grad_fn=<MseLossBackward0>)
tensor(3.4008, grad_fn=<MseLossBackward0>)
tensor(36.7686, grad_fn=<MseLossBackward0>)
tensor(32.5369, grad_fn=<MseLossBackward0>)
tensor(10.2182, grad_fn=<MseLossBackward0>)
tensor(5.9083, grad_fn=<MseLossBackward0>)
tensor(4.7366, grad_fn=<MseLossBackward0>)
tensor(38.5039, grad_fn=<MseLossBackward0>)
tensor(9.9731, grad_fn=<MseLossBackward0>)
tensor(36.0750, grad_fn=<MseLossBackward0>)
tensor(24.8830, grad_fn=<MseLossBackward0>)
tensor(3.3123, grad_fn=<MseLossBackward0>)
tensor(99.6809, grad_fn=<MseLossBackward0>)
tensor(21.0746, grad_fn=<MseLossBackward0>)
tensor(7.0173, grad_fn=<MseLossBackward0>)
tensor(78.4883, grad_fn=<MseLossBackward0>)
tensor(15.0015, grad_fn=<MseLossBackward0>)
tensor(44.8459, grad_fn=<MseLossBackward0>)
tensor(8.7868, grad_fn=<MseLossBackward0>)
tensor(12.9381, grad_fn=<MseLossBackward0>)
tensor(188.8884, grad_fn=<MseLossBackward0>)
tensor(10.1731, grad_fn=<MseLossBackward0>)
tensor(524.7516, grad_fn=<MseLossBackward0>)
tensor(5.7580, grad_fn=<MseLossBackward0>)
tensor(31.2165, grad_fn=<MseLossBackward0>)
tensor(9.1623, grad_fn=<MseLossBackward0>)
tensor(7.4332, grad_fn=<MseLossBackward0>)
tensor(23.2493, grad_fn=<MseLossBackward0>)
tensor(18.1039, grad_fn=<MseLossBackward0>)
tensor(11.2603, grad_fn=<MseLossBackward0>)
tensor(29.8435, grad_fn=<MseLossBackward0>)
tensor(6.5903, grad_fn=<MseLossBackward0>)
tensor(5.1206, grad_fn=<MseLossBackward0>)
tensor(9.7723, grad_fn=<MseLossBackward0>)
tensor(10.2314, grad_fn=<MseLossBackward0>)
tensor(8.9294, grad_fn=<MseLossBackward0>)
tensor(3.1035, grad_fn=<MseLossBackward0>)
tensor(7.0039, grad_fn=<MseLossBackward0>)
tensor(49.9053, grad_fn=<MseLossBackward0>)
tensor(97.5772, grad_fn=<MseLossBackward0>)
tensor(31.1439, grad_fn=<MseLossBackward0>)
tensor(95.9253, grad_fn=<MseLossBackward0>)
tensor(29.7112, grad_fn=<MseLossBackward0>)
tensor(57.1859, grad_fn=<MseLossBackward0>)
tensor(0.9564, grad_fn=<MseLossBackward0>)
tensor(2.1225, grad_fn=<MseLossBackward0>)
tensor(10.0162, grad_fn=<MseLossBackward0>)
tensor(179.8189, grad_fn=<MseLossBackward0>)
tensor(1.1416, grad_fn=<MseLossBackward0>)
tensor(1.6554, grad_fn=<MseLossBackward0>)
tensor(3.1363, grad_fn=<MseLossBackward0>)
tensor(26.9997, grad_fn=<MseLossBackward0>)
tensor(43.3606, grad_fn=<MseLossBackward0>)
tensor(205.6504, grad_fn=<MseLossBackward0>)
tensor(2.6908, grad_fn=<MseLossBackward0>)
tensor(3.2438, grad_fn=<MseLossBackward0>)
tensor(15.6805, grad_fn=<MseLossBackward0>)
tensor(16.2322, grad_fn=<MseLossBackward0>)
tensor(2.3656, grad_fn=<MseLossBackward0>)
tensor(15.0017, grad_fn=<MseLossBackward0>)
tensor(10.5228, grad_fn=<MseLossBackward0>)
tensor(2.7419, grad_fn=<MseLossBackward0>)
tensor(3.9841, grad_fn=<MseLossBackward0>)
tensor(12.5280, grad_fn=<MseLossBackward0>)
tensor(112.2339, grad_fn=<MseLossBackward0>)
tensor(2.7137, grad_fn=<MseLossBackward0>)
tensor(26.2925, grad_fn=<MseLossBackward0>)
tensor(2.0585, grad_fn=<MseLossBackward0>)
tensor(3.7259, grad_fn=<MseLossBackward0>)
tensor(59.6161, grad_fn=<MseLossBackward0>)
tensor(43.7561, grad_fn=<MseLossBackward0>)
tensor(71.4848, grad_fn=<MseLossBackward0>)
tensor(84.6015, grad_fn=<MseLossBackward0>)
tensor(296.1983, grad_fn=<MseLossBackward0>)
tensor(12.1222, grad_fn=<MseLossBackward0>)
tensor(40.1481, grad_fn=<MseLossBackward0>)
tensor(1.8891, grad_fn=<MseLossBackward0>)
tensor(141.3265, grad_fn=<MseLossBackward0>)
tensor(29.5448, grad_fn=<MseLossBackward0>)
tensor(3.1917, grad_fn=<MseLossBackward0>)
tensor(6.6379, grad_fn=<MseLossBackward0>)
tensor(189.6691, grad_fn=<MseLossBackward0>)
tensor(32.0620, grad_fn=<MseLossBackward0>)
tensor(37.5225, grad_fn=<MseLossBackward0>)
tensor(8.9374, grad_fn=<MseLossBackward0>)
tensor(20.9830, grad_fn=<MseLossBackward0>)
tensor(1.1127, grad_fn=<MseLossBackward0>)
tensor(6.4882, grad_fn=<MseLossBackward0>)
tensor(135.4147, grad_fn=<MseLossBackward0>)
tensor(104.4279, grad_fn=<MseLossBackward0>)
tensor(1.8099, grad_fn=<MseLossBackward0>)
tensor(66.2850, grad_fn=<MseLossBackward0>)
tensor(31.4853, grad_fn=<MseLossBackward0>)
tensor(62.5900, grad_fn=<MseLossBackward0>)
tensor(150.2150, grad_fn=<MseLossBackward0>)
tensor(18.8375, grad_fn=<MseLossBackward0>)
tensor(9.9516, grad_fn=<MseLossBackward0>)
tensor(1.8380, grad_fn=<MseLossBackward0>)
tensor(58.8307, grad_fn=<MseLossBackward0>)
tensor(13.5308, grad_fn=<MseLossBackward0>)
tensor(4.2058, grad_fn=<MseLossBackward0>)
tensor(8.0593, grad_fn=<MseLossBackward0>)
tensor(12.1334, grad_fn=<MseLossBackward0>)
tensor(423.4458, grad_fn=<MseLossBackward0>)
tensor(30.8053, grad_fn=<MseLossBackward0>)
tensor(48.5387, grad_fn=<MseLossBackward0>)
tensor(17.2648, grad_fn=<MseLossBackward0>)
tensor(113.1138, grad_fn=<MseLossBackward0>)
tensor(7.3615, grad_fn=<MseLossBackward0>)
tensor(19.2397, grad_fn=<MseLossBackward0>)
tensor(4.7579, grad_fn=<MseLossBackward0>)
tensor(9.7570, grad_fn=<MseLossBackward0>)
tensor(120.4422, grad_fn=<MseLossBackward0>)
tensor(1.8776, grad_fn=<MseLossBackward0>)
tensor(11.8425, grad_fn=<MseLossBackward0>)
tensor(170.0198, grad_fn=<MseLossBackward0>)
tensor(2.2686, grad_fn=<MseLossBackward0>)
tensor(227.5196, grad_fn=<MseLossBackward0>)
tensor(63.9322, grad_fn=<MseLossBackward0>)
tensor(9.8905, grad_fn=<MseLossBackward0>)
tensor(166.1385, grad_fn=<MseLossBackward0>)
tensor(9.8163, grad_fn=<MseLossBackward0>)
tensor(107.5648, grad_fn=<MseLossBackward0>)
tensor(11.8245, grad_fn=<MseLossBackward0>)
tensor(23.6214, grad_fn=<MseLossBackward0>)
tensor(2.0169, grad_fn=<MseLossBackward0>)
tensor(54.9289, grad_fn=<MseLossBackward0>)
tensor(34.4822, grad_fn=<MseLossBackward0>)
tensor(90.1284, grad_fn=<MseLossBackward0>)
tensor(8.5290, grad_fn=<MseLossBackward0>)
tensor(5.0544, grad_fn=<MseLossBackward0>)
tensor(282.5521, grad_fn=<MseLossBackward0>)
tensor(426.1998, grad_fn=<MseLossBackward0>)
tensor(1.5541, grad_fn=<MseLossBackward0>)
tensor(4.6126, grad_fn=<MseLossBackward0>)
tensor(91.2038, grad_fn=<MseLossBackward0>)
tensor(19.7100, grad_fn=<MseLossBackward0>)
tensor(3.5437, grad_fn=<MseLossBackward0>)
tensor(127.8985, grad_fn=<MseLossBackward0>)
tensor(62.9785, grad_fn=<MseLossBackward0>)
tensor(54.8390, grad_fn=<MseLossBackward0>)
tensor(15.0286, grad_fn=<MseLossBackward0>)
tensor(265.3248, grad_fn=<MseLossBackward0>)
tensor(18.2166, grad_fn=<MseLossBackward0>)
tensor(20.7579, grad_fn=<MseLossBackward0>)
tensor(3.6191, grad_fn=<MseLossBackward0>)
tensor(132.3616, grad_fn=<MseLossBackward0>)
tensor(5.4541, grad_fn=<MseLossBackward0>)
tensor(36.0555, grad_fn=<MseLossBackward0>)
tensor(12.5068, grad_fn=<MseLossBackward0>)
tensor(7.1199, grad_fn=<MseLossBackward0>)
tensor(3.6424, grad_fn=<MseLossBackward0>)
tensor(125.8064, grad_fn=<MseLossBackward0>)
tensor(2.7610, grad_fn=<MseLossBackward0>)
tensor(4.1727, grad_fn=<MseLossBackward0>)
tensor(0.9783, grad_fn=<MseLossBackward0>)
tensor(34.5206, grad_fn=<MseLossBackward0>)
tensor(3.0763, grad_fn=<MseLossBackward0>)
tensor(143.0191, grad_fn=<MseLossBackward0>)
tensor(3.6163, grad_fn=<MseLossBackward0>)
tensor(159.5717, grad_fn=<MseLossBackward0>)
tensor(5.7923, grad_fn=<MseLossBackward0>)
tensor(12.2034, grad_fn=<MseLossBackward0>)
tensor(49.5319, grad_fn=<MseLossBackward0>)
tensor(7.0728, grad_fn=<MseLossBackward0>)
tensor(22.6314, grad_fn=<MseLossBackward0>)
tensor(35.6942, grad_fn=<MseLossBackward0>)
tensor(2.1335, grad_fn=<MseLossBackward0>)
tensor(188.4323, grad_fn=<MseLossBackward0>)
tensor(33.2485, grad_fn=<MseLossBackward0>)
tensor(9.2071, grad_fn=<MseLossBackward0>)
tensor(163.7551, grad_fn=<MseLossBackward0>)
tensor(4.5455, grad_fn=<MseLossBackward0>)
tensor(3.1162, grad_fn=<MseLossBackward0>)
tensor(9.0580, grad_fn=<MseLossBackward0>)
tensor(60.0913, grad_fn=<MseLossBackward0>)
tensor(17.7916, grad_fn=<MseLossBackward0>)
tensor(5.0824, grad_fn=<MseLossBackward0>)
tensor(30.1559, grad_fn=<MseLossBackward0>)
tensor(51.7832, grad_fn=<MseLossBackward0>)
tensor(23.1180, grad_fn=<MseLossBackward0>)
tensor(155.3660, grad_fn=<MseLossBackward0>)
tensor(24.3600, grad_fn=<MseLossBackward0>)
tensor(4.8848, grad_fn=<MseLossBackward0>)
tensor(1.8279, grad_fn=<MseLossBackward0>)
tensor(3.0164, grad_fn=<MseLossBackward0>)
Episode 57 Mean Rewards -137.59 Epsilon 0.7477005779755278		tensor(115.1164, grad_fn=<MseLossBackward0>)
tensor(139.7207, grad_fn=<MseLossBackward0>)
tensor(2.3004, grad_fn=<MseLossBackward0>)
tensor(6.7038, grad_fn=<MseLossBackward0>)
tensor(33.5925, grad_fn=<MseLossBackward0>)
tensor(9.0876, grad_fn=<MseLossBackward0>)
tensor(3.3161, grad_fn=<MseLossBackward0>)
tensor(80.4763, grad_fn=<MseLossBackward0>)
tensor(134.8242, grad_fn=<MseLossBackward0>)
tensor(223.8403, grad_fn=<MseLossBackward0>)
tensor(1.6181, grad_fn=<MseLossBackward0>)
tensor(22.4309, grad_fn=<MseLossBackward0>)
tensor(7.9658, grad_fn=<MseLossBackward0>)
tensor(51.0447, grad_fn=<MseLossBackward0>)
tensor(12.2702, grad_fn=<MseLossBackward0>)
tensor(3.1442, grad_fn=<MseLossBackward0>)
tensor(5.1360, grad_fn=<MseLossBackward0>)
tensor(16.3852, grad_fn=<MseLossBackward0>)
tensor(145.4468, grad_fn=<MseLossBackward0>)
tensor(1.5347, grad_fn=<MseLossBackward0>)
tensor(5.6928, grad_fn=<MseLossBackward0>)
tensor(4.5764, grad_fn=<MseLossBackward0>)
tensor(224.5993, grad_fn=<MseLossBackward0>)
tensor(10.7745, grad_fn=<MseLossBackward0>)
tensor(51.8861, grad_fn=<MseLossBackward0>)
tensor(9.1735, grad_fn=<MseLossBackward0>)
tensor(32.2613, grad_fn=<MseLossBackward0>)
tensor(5.1242, grad_fn=<MseLossBackward0>)
tensor(56.4833, grad_fn=<MseLossBackward0>)
tensor(35.7677, grad_fn=<MseLossBackward0>)
tensor(3.4978, grad_fn=<MseLossBackward0>)
tensor(93.0234, grad_fn=<MseLossBackward0>)
tensor(9.3368, grad_fn=<MseLossBackward0>)
tensor(25.1885, grad_fn=<MseLossBackward0>)
tensor(68.5802, grad_fn=<MseLossBackward0>)
tensor(4.4935, grad_fn=<MseLossBackward0>)
tensor(11.1365, grad_fn=<MseLossBackward0>)
tensor(2.6024, grad_fn=<MseLossBackward0>)
tensor(2.7279, grad_fn=<MseLossBackward0>)
tensor(8.3337, grad_fn=<MseLossBackward0>)
tensor(29.9912, grad_fn=<MseLossBackward0>)
tensor(35.7001, grad_fn=<MseLossBackward0>)
tensor(175.7238, grad_fn=<MseLossBackward0>)
tensor(57.8849, grad_fn=<MseLossBackward0>)
tensor(42.7175, grad_fn=<MseLossBackward0>)
tensor(9.3880, grad_fn=<MseLossBackward0>)
tensor(37.6050, grad_fn=<MseLossBackward0>)
tensor(15.8109, grad_fn=<MseLossBackward0>)
tensor(71.9228, grad_fn=<MseLossBackward0>)
tensor(28.3996, grad_fn=<MseLossBackward0>)
tensor(9.8253, grad_fn=<MseLossBackward0>)
tensor(38.4971, grad_fn=<MseLossBackward0>)
tensor(112.2230, grad_fn=<MseLossBackward0>)
tensor(8.1010, grad_fn=<MseLossBackward0>)
tensor(33.3749, grad_fn=<MseLossBackward0>)
tensor(33.8793, grad_fn=<MseLossBackward0>)
tensor(2.0180, grad_fn=<MseLossBackward0>)
tensor(2.1053, grad_fn=<MseLossBackward0>)
tensor(7.7138, grad_fn=<MseLossBackward0>)
tensor(5.6823, grad_fn=<MseLossBackward0>)
tensor(16.8437, grad_fn=<MseLossBackward0>)
tensor(26.8086, grad_fn=<MseLossBackward0>)
tensor(8.4811, grad_fn=<MseLossBackward0>)
tensor(55.9357, grad_fn=<MseLossBackward0>)
tensor(191.5546, grad_fn=<MseLossBackward0>)
tensor(25.7522, grad_fn=<MseLossBackward0>)
tensor(5.9501, grad_fn=<MseLossBackward0>)
tensor(15.8891, grad_fn=<MseLossBackward0>)
tensor(48.3871, grad_fn=<MseLossBackward0>)
tensor(16.9416, grad_fn=<MseLossBackward0>)
tensor(23.2297, grad_fn=<MseLossBackward0>)
tensor(24.9615, grad_fn=<MseLossBackward0>)
tensor(131.6649, grad_fn=<MseLossBackward0>)
tensor(2.1873, grad_fn=<MseLossBackward0>)
tensor(15.4390, grad_fn=<MseLossBackward0>)
tensor(70.1894, grad_fn=<MseLossBackward0>)
tensor(215.7426, grad_fn=<MseLossBackward0>)
tensor(6.1603, grad_fn=<MseLossBackward0>)
tensor(3.3649, grad_fn=<MseLossBackward0>)
tensor(2.2048, grad_fn=<MseLossBackward0>)
